question,answer,cot,category
"In Alice's Wonderland dictionary, which word(s) match the pattern ""c?stle""?",castle,"The pattern ""c?stle"" is a 6-letter word. From the Wonderland dictionary, ""castle"" matches.",pattern_match
How many words are in the Wonderland dictionary?,77,There are exactly 77 words in the Wonderland dictionary.,recall_count
"In Alice's Wonderland dictionary, list all words related to adjectives.","ancient, bright, clever, colorful, curious, dark, golden, hidden, magical, mysterious, near, secret, silver, strange, wise","Wonderland words related to adjectives: ancient, bright, clever, colorful, curious, dark, golden, hidden, magical, mysterious, near, secret, silver, strange, wise (15 words).",recall_semantic
"In Alice's Wonderland dictionary, which word(s) match the pattern ""v??l?y""?",valley,"The pattern ""v??l?y"" is a 6-letter word. From the Wonderland dictionary, ""valley"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""?yst?rious""?",mysterious,"The pattern ""?yst?rious"" is a 10-letter word. From the Wonderland dictionary, ""mysterious"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""br??ht""?",bright,"The pattern ""br??ht"" is a 6-letter word. From the Wonderland dictionary, ""bright"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""i?si?e""?",inside,"The pattern ""i?si?e"" is a 6-letter word. From the Wonderland dictionary, ""inside"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""mes?age""?",message,"The pattern ""mes?age"" is a 7-letter word. From the Wonderland dictionary, ""message"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""wa??hes""?",watches,"The pattern ""wa??hes"" is a 7-letter word. From the Wonderland dictionary, ""watches"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""?x??ores""?",explores,"The pattern ""?x??ores"" is a 8-letter word. From the Wonderland dictionary, ""explores"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""wizar?""?",wizard,"The pattern ""wizar?"" is a 6-letter word. From the Wonderland dictionary, ""wizard"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""?r??es""?",writes,"The pattern ""?r??es"" is a 6-letter word. From the Wonderland dictionary, ""writes"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""teac?er""?",teacher,"The pattern ""teac?er"" is a 7-letter word. From the Wonderland dictionary, ""teacher"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""?at?er""?",hatter,"The pattern ""?at?er"" is a 6-letter word. From the Wonderland dictionary, ""hatter"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""?onderl??d""?",wonderland,"The pattern ""?onderl??d"" is a 10-letter word. From the Wonderland dictionary, ""wonderland"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""b?i?h?""?",bright,"The pattern ""b?i?h?"" is a 6-letter word. From the Wonderland dictionary, ""bright"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""d?o?""?",door,"The pattern ""d?o?"" is a 4-letter word. From the Wonderland dictionary, ""door"" matches.",pattern_match
"In Alice's Wonderland dictionary, list words starting with letters ""q"" through ""t"".","queen, rabbit, reads, school, secret, sees, silver, story, strange, student, studies, teacher, the, through, tower, treasure, turtle","Wonderland words from ""q"" to ""t"": queen, rabbit, reads, school, secret, sees, silver, story, strange, student, studies, teacher, the, through, tower, treasure, turtle (17 words).",recall_range
"In Alice's Wonderland dictionary, which word(s) match the pattern ""cl?ver""?",clever,"The pattern ""cl?ver"" is a 6-letter word. From the Wonderland dictionary, ""clever"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""pal??e""?",palace,"The pattern ""pal??e"" is a 6-letter word. From the Wonderland dictionary, ""palace"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""d?rk""?",dark,"The pattern ""d?rk"" is a 4-letter word. From the Wonderland dictionary, ""dark"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""w?zar?""?",wizard,"The pattern ""w?zar?"" is a 6-letter word. From the Wonderland dictionary, ""wizard"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""knigh?""?",knight,"The pattern ""knigh?"" is a 6-letter word. From the Wonderland dictionary, ""knight"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""?raw?""?",draws,"The pattern ""?raw?"" is a 5-letter word. From the Wonderland dictionary, ""draws"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""m?p""?",map,"The pattern ""m?p"" is a 3-letter word. From the Wonderland dictionary, ""map"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""knigh?""?",knight,"The pattern ""knigh?"" is a 6-letter word. From the Wonderland dictionary, ""knight"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""ima??ne?""?",imagines,"The pattern ""ima??ne?"" is a 8-letter word. From the Wonderland dictionary, ""imagines"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""?reams""?",dreams,"The pattern ""?reams"" is a 6-letter word. From the Wonderland dictionary, ""dreams"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""treasu?e""?",treasure,"The pattern ""treasu?e"" is a 8-letter word. From the Wonderland dictionary, ""treasure"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""silve?""?",silver,"The pattern ""silve?"" is a 6-letter word. From the Wonderland dictionary, ""silver"" matches.",pattern_match
"In Alice's Wonderland dictionary, which words start with the letter ""n""?",near,"Words starting with ""n"": near (1 total).",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""s?lv?r""?",silver,"The pattern ""s?lv?r"" is a 6-letter word. From the Wonderland dictionary, ""silver"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""?t?den?""?",student,"The pattern ""?t?den?"" is a 7-letter word. From the Wonderland dictionary, ""student"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""?u?en""?",queen,"The pattern ""?u?en"" is a 5-letter word. From the Wonderland dictionary, ""queen"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""c??tl?""?",castle,"The pattern ""c??tl?"" is a 6-letter word. From the Wonderland dictionary, ""castle"" matches.",pattern_match
"In Alice's Wonderland dictionary, list words starting with letters ""m"" through ""p"".","magical, map, message, mirror, mountain, mouse, mysterious, near, ocean, palace, potion, princess, puzzle","Wonderland words from ""m"" to ""p"": magical, map, message, mirror, mountain, mouse, mysterious, near, ocean, palace, potion, princess, puzzle (13 words).",recall_range
"In Alice's Wonderland dictionary, which word(s) match the pattern ""???zle""?",puzzle,"The pattern ""???zle"" is a 6-letter word. From the Wonderland dictionary, ""puzzle"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""f?res?""?",forest,"The pattern ""f?res?"" is a 6-letter word. From the Wonderland dictionary, ""forest"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""wat?h?s""?",watches,"The pattern ""wat?h?s"" is a 7-letter word. From the Wonderland dictionary, ""watches"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""?lev?r""?",clever,"The pattern ""?lev?r"" is a 6-letter word. From the Wonderland dictionary, ""clever"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""rea?s""?",reads,"The pattern ""rea?s"" is a 5-letter word. From the Wonderland dictionary, ""reads"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""write?""?",writes,"The pattern ""write?"" is a 6-letter word. From the Wonderland dictionary, ""writes"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""?n""?",in,"The pattern ""?n"" is a 2-letter word. From the Wonderland dictionary, ""in"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""colorf?l""?",colorful,"The pattern ""colorf?l"" is a 8-letter word. From the Wonderland dictionary, ""colorful"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""ex?lor?s""?",explores,"The pattern ""ex?lor?s"" is a 8-letter word. From the Wonderland dictionary, ""explores"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""f?res?""?",forest,"The pattern ""f?res?"" is a 6-letter word. From the Wonderland dictionary, ""forest"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""ma?""?",map,"The pattern ""ma?"" is a 3-letter word. From the Wonderland dictionary, ""map"" matches.",pattern_match
"In Alice's Wonderland dictionary, list words starting with letters ""u"" through ""z"".","under, valley, village, watches, wise, wizard, wonderland, writes","Wonderland words from ""u"" to ""z"": under, valley, village, watches, wise, wizard, wonderland, writes (8 words).",recall_range
"In Alice's Wonderland dictionary, which word(s) match the pattern ""c?rio?s""?",curious,"The pattern ""c?rio?s"" is a 7-letter word. From the Wonderland dictionary, ""curious"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""pu?zle""?",puzzle,"The pattern ""pu?zle"" is a 6-letter word. From the Wonderland dictionary, ""puzzle"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""?ook""?",book,"The pattern ""?ook"" is a 4-letter word. From the Wonderland dictionary, ""book"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""ancie?t""?",ancient,"The pattern ""ancie?t"" is a 7-letter word. From the Wonderland dictionary, ""ancient"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""drea??""?",dreams,"The pattern ""drea??"" is a 6-letter word. From the Wonderland dictionary, ""dreams"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""im?gin?s""?",imagines,"The pattern ""im?gin?s"" is a 8-letter word. From the Wonderland dictionary, ""imagines"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""?r?a?s""?",dreams,"The pattern ""?r?a?s"" is a 6-letter word. From the Wonderland dictionary, ""dreams"" matches.",pattern_match
"In Alice's Wonderland dictionary, list all words related to places.","castle, cave, forest, garden, island, library, mountain, ocean, palace, school, tower, valley, village","Wonderland words related to places: castle, cave, forest, garden, island, library, mountain, ocean, palace, school, tower, valley, village (13 words).",recall_semantic
"In Alice's Wonderland dictionary, which words contain ""ous""?","curious, mouse, mysterious","Words containing ""ous"": curious, mouse, mysterious (3 total).",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""tea???r""?",teacher,"The pattern ""tea???r"" is a 7-letter word. From the Wonderland dictionary, ""teacher"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""ki??""?",king,"The pattern ""ki??"" is a 4-letter word. From the Wonderland dictionary, ""king"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""??ads""?",reads,"The pattern ""??ads"" is a 5-letter word. From the Wonderland dictionary, ""reads"" matches.",pattern_match
